tel_content_vs_msi_corr	tel_content_vs_msi_pvalue	tel_content_vs_tmb_corr	tel_content_vs_tmb_pvalue	age_two_group_pvalue	age_three_group_pvalue	gender_pvalue	rdt_cc_pvalue	rdt_name_pvalue	msi_pvalue	tmb_pvalue
0.02411410649976222	0.8417844644582044	0.10574018810885558	0.3836436283551865	0.257	0.384	0.398	0.438	0.414	0.004	0.013
