Gene_Symbol	type	file
SSX2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
SSX4	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
ST13	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
ST18	TranscriptionFactor	addTF_JL.tsv
ST20	TumorSuppressorGene	TumorSuppressorGene.txt
ST5	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
ST6GAL1	Oncogene	allOnco_Feb2017.tsv
ST6GALNAC1	Oncogene	allOnco_Feb2017.tsv
ST7	TumorSuppressorGene	TumorSuppressorGene.txt
STAG1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
STAG2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
STARD13	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
STARD3	Oncogene	allOnco_Feb2017.tsv
STARD8	Oncogene	allOnco_Feb2017.tsv
STAT1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
STAT2	TranscriptionFactor	addTF_JL.tsv
STAT3	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
STAT4	TranscriptionFactor	addTF_JL.tsv
STAT5A	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
STAT5B	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
STAT6	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
STEAP1	Oncogene	allOnco_Feb2017.tsv
STEAP2	Oncogene	allOnco_Feb2017.tsv
STIL	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
STK10	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
STK11	TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
STK16	Kinase	PfamKinase
STK17A	Kinase	PfamKinase
STK17B	Kinase	PfamKinase
STK24	Kinase	PfamKinase
STK25	Kinase	PfamKinase
STK26	Kinase	PfamKinase
STK3	Kinase	PfamKinase
STK31	Kinase	PfamKinase
STK32A	Kinase	PfamKinase
STK32B	Kinase	PfamKinase
STK32C	Kinase	PfamKinase
STK33	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
STK33ps	Kinase	Kincat_Hsap.08.02.txt
STK35	Kinase	PfamKinase
STK36	Kinase	PfamKinase
STK38	Kinase	PfamKinase
STK38L	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
STK39	Kinase	PfamKinase
STK4	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
STK40	Kinase	PfamKinase
STKLD1	Kinase	PfamKinase
STLK3	Kinase	Kincat_Hsap.08.02.txt
STLK5	Kinase	Kincat_Hsap.08.02.txt
STLK6	Kinase	Kincat_Hsap.08.02.txt
STLK6-rs	Kinase	Kincat_Hsap.08.02.txt
STLK6ps1	Kinase	Kincat_Hsap.08.02.txt
STOML2	Oncogene	allOnco_Feb2017.tsv
STRADA	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
STRADB	Kinase	PfamKinase
STRN	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
STUB1	TumorSuppressorGene	TumorSuppressorGene.txt
STX4	Oncogene	allOnco_Feb2017.tsv
STYK1	Kinase	PfamKinase
SUFU	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
SULF2	Oncogene	allOnco_Feb2017.tsv
SUSD3	Oncogene	allOnco_Feb2017.tsv
SUZ12	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
SWAP70	Oncogene	allOnco_Feb2017.tsv
SYDE1	Oncogene	allOnco_Feb2017.tsv
SYK	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
SYNE1	Oncogene	allOnco_Feb2017.tsv
SYNE2	Oncogene	allOnco_Feb2017.tsv
SYNE3	Oncogene	allOnco_Feb2017.tsv
SYNM	TumorSuppressorGene	TumorSuppressorGene.txt
SYNPO2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
SYT13	TumorSuppressorGene	TumorSuppressorGene.txt
SgK050ps	Kinase	Kincat_Hsap.08.02.txt
SgK069	Kinase	Kincat_Hsap.08.02.txt
SgK071	Kinase	Kincat_Hsap.08.02.txt
SgK085	Kinase	Kincat_Hsap.08.02.txt
SgK110	Kinase	Kincat_Hsap.08.02.txt
SgK196	Kinase	Kincat_Hsap.08.02.txt
SgK223	Kinase	Kincat_Hsap.08.02.txt
SgK269	Kinase	Kincat_Hsap.08.02.txt
SgK288	Kinase	Kincat_Hsap.08.02.txt
SgK307	Kinase	Kincat_Hsap.08.02.txt
SgK384ps	Kinase	Kincat_Hsap.08.02.txt
SgK396	Kinase	Kincat_Hsap.08.02.txt
SgK424	Kinase	Kincat_Hsap.08.02.txt
SgK493	Kinase	Kincat_Hsap.08.02.txt
SgK494	Kinase	Kincat_Hsap.08.02.txt
SgK495	Kinase	Kincat_Hsap.08.02.txt
SgK496	Kinase	Kincat_Hsap.08.02.txt
Slob	Kinase	Kincat_Hsap.08.02.txt
SuRTK106	Kinase	Kincat_Hsap.08.02.txt
T	TranscriptionFactor	addTF_JL.tsv
TAB3	Oncogene	allOnco_Feb2017.tsv
TAC1	Oncogene	allOnco_Feb2017.tsv
TACC1	Oncogene	allOnco_Feb2017.tsv
TACC3	Oncogene	allOnco_Feb2017.tsv
TACSTD2	Oncogene	allOnco_Feb2017.tsv
TAF1	Kinase	Kincat_Hsap.08.02.txt
TAF15	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TAF1L	Kinase	Kincat_Hsap.08.02.txt
TAGLN	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TAK1	Kinase	Kincat_Hsap.08.02.txt
TAL1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TAL2	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TANK	TumorSuppressorGene	TumorSuppressorGene.txt
TAO1	Kinase	Kincat_Hsap.08.02.txt
TAO2	Kinase	Kincat_Hsap.08.02.txt
TAO3	Kinase	Kincat_Hsap.08.02.txt
TAOK1	Kinase	PfamKinase
TAOK2	Kinase	PfamKinase
TAOK3	Kinase	PfamKinase
TAP1	Oncogene	allOnco_Feb2017.tsv
TAP2	Oncogene	allOnco_Feb2017.tsv
TAT	TumorSuppressorGene	TumorSuppressorGene.txt
TBCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TBK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TBL1XR1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
TBL2	TumorSuppressorGene	TumorSuppressorGene.txt
TBP	TranscriptionFactor	addTF_JL.tsv
TBPL1	TranscriptionFactor	addTF_JL.tsv
TBPL2	TranscriptionFactor	addTF_JL.tsv
TBR1	TranscriptionFactor	addTF_JL.tsv
TBRG1	TumorSuppressorGene	TumorSuppressorGene.txt
TBX1	TranscriptionFactor	addTF_JL.tsv
TBX10	TranscriptionFactor	addTF_JL.tsv
TBX15	TranscriptionFactor	addTF_JL.tsv
TBX18	TranscriptionFactor	addTF_JL.tsv
TBX19	TranscriptionFactor	addTF_JL.tsv
TBX2	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
TBX20	TranscriptionFactor	addTF_JL.tsv
TBX21	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
TBX22	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
TBX3	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
TBX4	TranscriptionFactor	addTF_JL.tsv
TBX5	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
TBX6	TranscriptionFactor	addTF_JL.tsv
TBXT	TranscriptionFactor	addTF_JL.tsv
TCEA1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TCEAL7	TumorSuppressorGene	TumorSuppressorGene.txt
TCEB3	TumorSuppressorGene	TumorSuppressorGene.txt
TCF12	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TCF15	TranscriptionFactor	addTF_JL.tsv
TCF20	TranscriptionFactor	addTF_JL.tsv
TCF21	TranscriptionFactor	addTF_JL.tsv
TCF23	TranscriptionFactor	addTF_JL.tsv
TCF24	TranscriptionFactor	addTF_JL.tsv
TCF3	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TCF4	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
TCF7	TranscriptionFactor	addTF_JL.tsv
TCF7L1	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TCF7L1	TranscriptionFactor	addTF_JL.tsv
TCF7L2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
TCF7L2	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TCFL5	TranscriptionFactor	addTF_JL.tsv
TCHP	TumorSuppressorGene	TumorSuppressorGene.txt
TCIRG1	Oncogene	allOnco_Feb2017.tsv
TCL1A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TCL1B	Oncogene	allOnco_Feb2017.tsv
TCL6	Oncogene	allOnco_Feb2017.tsv
TCTA	Oncogene	allOnco_Feb2017.tsv
TDGF1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TDGF1P3	Oncogene	allOnco_Feb2017.tsv
TDRG1	TumorSuppressorGene	TumorSuppressorGene.txt
TEAD1	TranscriptionFactor	addTF_JL.tsv
TEAD2	TranscriptionFactor	addTF_JL.tsv
TEAD3	TranscriptionFactor	addTF_JL.tsv
TEAD4	TranscriptionFactor	addTF_JL.tsv
TEC	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
TECTA	Oncogene	allOnco_Feb2017.tsv
TEF	TranscriptionFactor	addTF_JL.tsv
TEK	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
TENT5C	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
TERB1	TranscriptionFactor	addTF_JL.tsv
TERF1	TranscriptionFactor	addTF_JL.tsv
TERF2	TranscriptionFactor	addTF_JL.tsv
TERT	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, AddedallOnco_Feb2017.tsv
TES	TumorSuppressorGene	TumorSuppressorGene.txt
TESK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TESK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TET1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TET2	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TET3	TranscriptionFactor	addTF_JL.tsv
TEX14	Kinase	PfamKinase
TFAP2A	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
TFAP2B	TranscriptionFactor	addTF_JL.tsv
TFAP2C	TranscriptionFactor	addTF_JL.tsv
TFAP2D	TranscriptionFactor	addTF_JL.tsv
TFAP2E	TranscriptionFactor	addTF_JL.tsv
TFAP4	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
TFCP2	TranscriptionFactor	addTF_JL.tsv
TFCP2L1	TranscriptionFactor	addTF_JL.tsv
TFDP1	TranscriptionFactor	addTF_JL.tsv
TFDP2	TranscriptionFactor	addTF_JL.tsv
TFDP3	TranscriptionFactor	addTF_JL.tsv
TFE3	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TFEB	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TFEC	TranscriptionFactor	addTF_JL.tsv
TFF1	Oncogene	allOnco_Feb2017.tsv
TFF2	Oncogene	allOnco_Feb2017.tsv
TFF3	Oncogene	allOnco_Feb2017.tsv
TFG	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TFPI2	TumorSuppressorGene	TumorSuppressorGene.txt
TFPT	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TFRC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TGFA	Oncogene	allOnco_Feb2017.tsv
TGFB1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TGFB2	Oncogene	allOnco_Feb2017.tsv
TGFB3	Oncogene	allOnco_Feb2017.tsv
TGFBI	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TGFBR1	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
TGFBR2	TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, PfamKinase
TGFBR3	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TGFbR1	Kinase	Kincat_Hsap.08.02.txt
TGFbR2	Kinase	Kincat_Hsap.08.02.txt
TGIF1	TranscriptionFactor	addTF_JL.tsv
TGIF2	TranscriptionFactor	addTF_JL.tsv
TGIF2LX	TranscriptionFactor	addTF_JL.tsv
TGIF2LY	TranscriptionFactor	addTF_JL.tsv
TGM3	TumorSuppressorGene	TumorSuppressorGene.txt
THADA	Oncogene	allOnco_Feb2017.tsv
THAP1	TranscriptionFactor	addTF_JL.tsv
THAP10	TranscriptionFactor	addTF_JL.tsv
THAP11	TranscriptionFactor	addTF_JL.tsv
THAP12	TranscriptionFactor	addTF_JL.tsv
THAP2	TranscriptionFactor	addTF_JL.tsv
THAP3	TranscriptionFactor	addTF_JL.tsv
THAP4	TranscriptionFactor	addTF_JL.tsv
THAP5	TranscriptionFactor	addTF_JL.tsv
THAP6	TranscriptionFactor	addTF_JL.tsv
THAP7	TranscriptionFactor	addTF_JL.tsv
THAP8	TranscriptionFactor	addTF_JL.tsv
THAP9	TranscriptionFactor	addTF_JL.tsv
THBD	TumorSuppressorGene	TumorSuppressorGene.txt
THBS1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
THBS2	Oncogene	allOnco_Feb2017.tsv
THBS3	Oncogene	allOnco_Feb2017.tsv
THOC5	Oncogene	allOnco_Feb2017.tsv
THPO	Oncogene	allOnco_Feb2017.tsv
THRA	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
THRAP3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
THRB	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
THRSP	Oncogene	allOnco_Feb2017.tsv
THSD1	TumorSuppressorGene	TumorSuppressorGene.txt
THY1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
THYN1	TranscriptionFactor	addTF_JL.tsv
TIAM1	Oncogene	allOnco_Feb2017.tsv
TIE1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
TIE2	Kinase	Kincat_Hsap.08.02.txt
TIF1a	Kinase	Kincat_Hsap.08.02.txt
TIF1b	Kinase	Kincat_Hsap.08.02.txt
TIF1g	Kinase	Kincat_Hsap.08.02.txt
TIGD1	TranscriptionFactor	addTF_JL.tsv
TIGD2	TranscriptionFactor	addTF_JL.tsv
TIGD3	TranscriptionFactor	addTF_JL.tsv
TIGD4	TranscriptionFactor	addTF_JL.tsv
TIGD5	TranscriptionFactor	addTF_JL.tsv
TIGD6	TranscriptionFactor	addTF_JL.tsv
TIGD7	TranscriptionFactor	addTF_JL.tsv
TIMP1	Oncogene	allOnco_Feb2017.tsv
TIMP2	Oncogene	allOnco_Feb2017.tsv
TIMP3	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TJP2	Oncogene	allOnco_Feb2017.tsv
TK1	Oncogene	allOnco_Feb2017.tsv
TLCD2	Oncogene	allOnco_Feb2017.tsv
TLCD3A	Oncogene	allOnco_Feb2017.tsv
TLK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TLK1ps	Kinase	Kincat_Hsap.08.02.txt
TLK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TLK2ps1	Kinase	Kincat_Hsap.08.02.txt
TLK2ps2	Kinase	Kincat_Hsap.08.02.txt
TLX1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TLX2	TranscriptionFactor	addTF_JL.tsv
TLX3	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TM4SF1	Oncogene	allOnco_Feb2017.tsv
TMEFF1	TumorSuppressorGene	TumorSuppressorGene.txt
TMEFF2	TumorSuppressorGene	TumorSuppressorGene.txt
TMEM104	Oncogene	allOnco_Feb2017.tsv
TMEM127	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
TMEM74	Oncogene	allOnco_Feb2017.tsv
TMEM86A	Oncogene	allOnco_Feb2017.tsv
TMF1	TranscriptionFactor	addTF_JL.tsv
TMPRSS11A	TumorSuppressorGene	TumorSuppressorGene.txt
TMPRSS2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TMPRSS3	Oncogene	allOnco_Feb2017.tsv
TMPRSS4	Oncogene	allOnco_Feb2017.tsv
TMPRSS6	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TMSB10	Oncogene	allOnco_Feb2017.tsv
TNC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TNF	Oncogene	allOnco_Feb2017.tsv
TNFAIP1	Oncogene	allOnco_Feb2017.tsv
TNFAIP3	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TNFAIP8L2	TumorSuppressorGene	TumorSuppressorGene.txt
TNFRSF10A	TumorSuppressorGene	TumorSuppressorGene.txt
TNFRSF10B	TumorSuppressorGene	TumorSuppressorGene.txt
TNFRSF11A	Oncogene	allOnco_Feb2017.tsv
TNFRSF11B	Oncogene	allOnco_Feb2017.tsv
TNFRSF12A	TumorSuppressorGene	TumorSuppressorGene.txt
TNFRSF13B	Oncogene	allOnco_Feb2017.tsv
TNFRSF14	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TNFRSF17	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TNFRSF18	TumorSuppressorGene	TumorSuppressorGene.txt
TNFRSF1A	Oncogene	allOnco_Feb2017.tsv
TNFRSF1B	Oncogene	allOnco_Feb2017.tsv
TNFRSF6B	Oncogene	allOnco_Feb2017.tsv
TNFRSF8	Oncogene	allOnco_Feb2017.tsv
TNFSF10	Oncogene	allOnco_Feb2017.tsv
TNFSF12	TumorSuppressorGene	TumorSuppressorGene.txt
TNFSF13B	Oncogene	allOnco_Feb2017.tsv
TNFSF15	Oncogene	allOnco_Feb2017.tsv
TNFSF18	Oncogene	allOnco_Feb2017.tsv
TNFSF9	TumorSuppressorGene	TumorSuppressorGene.txt
TNIK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
TNK1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
TNK2	Kinase	PfamKinase
TNN	Oncogene	allOnco_Feb2017.tsv
TNNI3K	Kinase	PfamKinase
TNR	Oncogene	allOnco_Feb2017.tsv
TOB2	Oncogene	allOnco_Feb2017.tsv
TOM1L2	TumorSuppressorGene	TumorSuppressorGene.txt
TOP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TOP2A	Oncogene	allOnco_Feb2017.tsv
TOP2B	Oncogene	allOnco_Feb2017.tsv
TOPORS	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
TP53	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
TP53BP1	TumorSuppressorGene	TumorSuppressorGene.txt
TP53BP2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TP53COR1	TumorSuppressorGene	TumorSuppressorGene.txt
TP53INP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TP53RK	Oncogene	allOnco_Feb2017.tsv
TP63	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
TP73	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
TPD52	Oncogene	allOnco_Feb2017.tsv
TPK1	Oncogene	allOnco_Feb2017.tsv
TPM3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TPM4	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TPR	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TPRX1	TranscriptionFactor	addTF_JL.tsv
TPTE2	TumorSuppressorGene	TumorSuppressorGene.txt
TPTEP2-CSNK1E	Kinase	PfamKinase
TRA	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRAF1	Oncogene	allOnco_Feb2017.tsv
TRAF3	Oncogene	allOnco_Feb2017.tsv
TRAF4	Oncogene	allOnco_Feb2017.tsv
TRAF7	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRAFD1	TranscriptionFactor	addTF_JL.tsv
TRAP1	Oncogene	allOnco_Feb2017.tsv
TRB	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRD	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRD-GTC9-1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRERF1	TranscriptionFactor	addTF_JL.tsv
TREX2	TumorSuppressorGene	TumorSuppressorGene.txt
TRG	Oncogene	allOnco_Feb2017.tsv
TRHR	Oncogene	allOnco_Feb2017.tsv
TRIAP1	Oncogene	allOnco_Feb2017.tsv
TRIB1	Kinase	PfamKinase
TRIB2	Kinase	PfamKinase
TRIB3	Kinase	PfamKinase
TRIM13	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM15	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM24	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRIM27	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRIM3	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM31	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM32	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM33	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRIM35	TumorSuppressorGene	TumorSuppressorGene.txt
TRIM37	Oncogene	allOnco_Feb2017.tsv
TRIM62	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
TRIO	Oncogene, Kinase	allOnco_Feb2017.tsv, PfamKinase
TRIP11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
TRIT1	TumorSuppressorGene	TumorSuppressorGene.txt
TRKA	Kinase	Kincat_Hsap.08.02.txt
TRKB	Kinase	Kincat_Hsap.08.02.txt
TRKC	Kinase	Kincat_Hsap.08.02.txt
TRMT10A	Oncogene	allOnco_Feb2017.tsv
TRPM1	Oncogene	allOnco_Feb2017.tsv
TRPM6	Kinase	PfamKinase
TRPM7	Kinase	PfamKinase
TRPS1	TranscriptionFactor	addTF_JL.tsv
TRPV1	Oncogene	allOnco_Feb2017.tsv
TRPV6	Oncogene	allOnco_Feb2017.tsv
TRRAP	Kinase, CosmicCensus	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
TSC1	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
