fpr	tpr	threshold	gene	shuffled	auroc
0.0	0.0	1.9758129060889917	TP53	False	0.8266233766233766
0.006493506493506494	0.0	0.9758129060889916	TP53	False	0.8266233766233766
0.012987012987012988	0.0	0.972845976443122	TP53	False	0.8266233766233766
0.01948051948051948	0.0	0.9371984373569716	TP53	False	0.8266233766233766
0.025974025974025976	0.0	0.9222610287540168	TP53	False	0.8266233766233766
0.032467532467532464	0.0	0.9121859884079162	TP53	False	0.8266233766233766
0.03896103896103896	0.0	0.9071969603362452	TP53	False	0.8266233766233766
0.045454545454545456	0.0	0.9002134043203045	TP53	False	0.8266233766233766
0.045454545454545456	0.1	0.872349780977532	TP53	False	0.8266233766233766
0.05194805194805195	0.1	0.8701953104205806	TP53	False	0.8266233766233766
0.05844155844155844	0.1	0.8669826282887656	TP53	False	0.8266233766233766
0.05844155844155844	0.2	0.8636055023248028	TP53	False	0.8266233766233766
0.06493506493506493	0.2	0.8563481527729607	TP53	False	0.8266233766233766
0.07142857142857142	0.2	0.8549947977327685	TP53	False	0.8266233766233766
0.07792207792207792	0.2	0.8310220865352617	TP53	False	0.8266233766233766
0.07792207792207792	0.3	0.8288448399416138	TP53	False	0.8266233766233766
0.08441558441558442	0.3	0.8269180624579955	TP53	False	0.8266233766233766
0.09090909090909091	0.3	0.8222291874809664	TP53	False	0.8266233766233766
0.09090909090909091	0.4	0.819023169375305	TP53	False	0.8266233766233766
0.09740259740259741	0.4	0.8099846071072735	TP53	False	0.8266233766233766
0.1038961038961039	0.4	0.8097793426538122	TP53	False	0.8266233766233766
0.11038961038961038	0.4	0.809022334831636	TP53	False	0.8266233766233766
0.11038961038961038	0.5	0.8075102273011834	TP53	False	0.8266233766233766
0.11688311688311688	0.5	0.807359761408534	TP53	False	0.8266233766233766
0.12337662337662338	0.5	0.7952203489924808	TP53	False	0.8266233766233766
0.12987012987012986	0.5	0.7949984630213938	TP53	False	0.8266233766233766
0.13636363636363635	0.5	0.7916553835185393	TP53	False	0.8266233766233766
0.14285714285714285	0.5	0.7885506571440672	TP53	False	0.8266233766233766
0.14935064935064934	0.5	0.7835518912920306	TP53	False	0.8266233766233766
0.14935064935064934	0.6	0.7822472507888777	TP53	False	0.8266233766233766
0.15584415584415584	0.6	0.7800565051904876	TP53	False	0.8266233766233766
0.16233766233766234	0.6	0.779309908738408	TP53	False	0.8266233766233766
0.16883116883116883	0.6	0.7765477209499831	TP53	False	0.8266233766233766
0.17532467532467533	0.6	0.7619085413426643	TP53	False	0.8266233766233766
0.18181818181818182	0.6	0.7618995044291398	TP53	False	0.8266233766233766
0.18831168831168832	0.6	0.756006791671583	TP53	False	0.8266233766233766
0.19480519480519481	0.6	0.7521409117914807	TP53	False	0.8266233766233766
0.2012987012987013	0.6	0.7295495449587425	TP53	False	0.8266233766233766
0.2012987012987013	0.7	0.7263839863801602	TP53	False	0.8266233766233766
0.2077922077922078	0.7	0.7163796683264574	TP53	False	0.8266233766233766
0.21428571428571427	0.7	0.7144907185942967	TP53	False	0.8266233766233766
0.22077922077922077	0.7	0.7101857230106995	TP53	False	0.8266233766233766
0.22727272727272727	0.7	0.7059176260657574	TP53	False	0.8266233766233766
0.23376623376623376	0.7	0.7058926893602738	TP53	False	0.8266233766233766
0.24025974025974026	0.7	0.7048497712332183	TP53	False	0.8266233766233766
0.24675324675324675	0.7	0.7019879298341298	TP53	False	0.8266233766233766
0.2532467532467532	0.7	0.7011540923556957	TP53	False	0.8266233766233766
0.2597402597402597	0.7	0.6943109213590419	TP53	False	0.8266233766233766
0.2662337662337662	0.7	0.6941497327126567	TP53	False	0.8266233766233766
0.2727272727272727	0.7	0.683744823546317	TP53	False	0.8266233766233766
0.2727272727272727	0.8	0.6829724215593608	TP53	False	0.8266233766233766
