fpr	tpr	threshold	gene	shuffled	auroc
0.0		1.8401079917456955	TP53	False	0
0.25		0.8401079917456954	TP53	False	0
0.5		0.7476748727770334	TP53	False	0
0.75		0.2804837333223858	TP53	False	0
1.0		0.1414597691295952	TP53	False	0
