Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore	EGFR_expression_zscore	EZHIP_expression_zscore
BS_00FD2KMP	1.2046854826940294	-1.1257646048020078	-0.8882155216087723	1.1317321264623754	0.09309429686834973
BS_028YFYJ6	-0.7610601388200983	0.16383991356644337	0.19380031941727105	-1.2033696530909719	-0.08686892810055087
BS_052PZFMK	1.4481506733409815	-1.7372723774430665	0.1623434938859651	-0.49375713068096716	-0.37960088694365757
BS_056Q8577	3.2846769542211747	-1.0691654004942497	0.5377377965913135	2.3916572138095167	-0.11410247480984047
BS_08TWG4K0	1.1941990749462543	-0.01813584178360129	0.34264542649179797	-1.7906675681373756	-0.5810301482426811
BS_0BBCFXDQ	0.4137245347491133	-0.23367939727236908	-0.31780609902376034	-0.8553364933767285	-0.6168926414898218
BS_0C00AYTE	0.16971756154655504	-0.25677310030299355	-1.7461622950525622	1.10447973197079	-0.5458640582836457
BS_0C7VZC0A	1.0776701161418374	0.4978138722129431	-0.14951593993921417	0.14661769442335734	0.256779536487048
BS_0D5XCM8E	1.6118304367289304	-1.5201597769067288	-1.707205821738808	0.7060989462153698	-0.5633617473349105
BS_0RQ4P069	-0.7610601388200983	-1.763409496455961	-0.4947448717462402	-0.007649269773940362	-0.6168926414898218
BS_0S8E7590	-0.7481950348528906	0.7310647366892808	-0.09291385094651305	0.714394874306717	1.7377502048078082
BS_0VXZCRJS	-0.729362802641986	1.0346271203841353	1.373824544002882	-1.4966842766141908	-0.1840338167050192
BS_0XHT9W4Q	-0.023933740505186055	0.18877953771447156	0.21273184267477677	1.5799590792360205	-0.4116547631647672
BS_0Z1XRQ8F	0.2553045071561248	0.13278404287860895	-0.707952155186639	-0.5867937053637836	-0.6168926414898218
BS_0ZA67BBC	-0.7481950348528906	1.0038453554699578	1.4529709003414328	0.4647900789476997	-0.11410247480984047
BS_12G04QJM	-0.7610601388200983	1.0809194790460248	0.23482804723556716	-1.9061611793147588	-0.6168926414898218
BS_17ZSMXFH	-0.687434286192815	0.9211133132417353	-0.43024865279133484	0.5936756154669602	2.8033261769701765
BS_1A521KDP	-0.7610601388200983	-1.129179452089624	-0.9253987515856044	-0.11230235388358466	-0.4278969951616612
BS_1A6MQ9ZA	-0.7232047800407492	0.10139639090880416	-0.8453289259631743	-1.5208833109916218	-0.4116547631647672
BS_1BJNPHMD	1.137321131444642	0.531406944394415	0.5207991803221288	-1.6171821522391907	-0.3171465349036834
BS_1D6PZNKN	-0.5471225193104948	0.5944568061930436	-1.295767914388158	-0.9244128065805753	-0.5633617473349105
BS_1D93Z575	-0.4087302039555268	1.0678781187782609	0.8208530071850995	-1.0315194937728929	-0.6168926414898218
BS_1DNQ1R02	1.694144691988753	1.0719310630445855	-0.08469161986794153	1.3223246480946196	1.5176477007992788
BS_1E684SD5	-0.7610601388200983	0.5890893315801493	0.6225781185109269	1.3797299050373752	-0.528533813800796
BS_1EBQ3T20	-0.6318733933714988	0.7120900734338177	-0.47382957816543486	-0.7772774281415877	-0.33255936604870856
BS_1EN5V3XW	1.9927967946968925	-1.7372723774430665	0.4556785504900973	0.8830462748602449	-0.3171465349036834
BS_1N7MQZGR	0.6635092642421537	1.2652214241991682	1.4650005281626142	2.532890090720222	-0.4278969951616612
BS_21ET39G7	-0.7610601388200983	0.8229774901575938	1.150737009049142	-0.18617219566268836	-0.49436305045565887
BS_23QW0BBA	-0.7610601388200983	1.3717740224960615	-1.9497348031846242	-0.44332972389739617	-0.241990658002001
BS_25HNKZ79	1.2211808960485921	0.09364576377978417	0.7171645054194453	-0.8942531461239246	-0.5458640582836457
BS_25KYGJ71	-0.7610601388200983	1.0753024350455405	0.4950595502807009	0.08930424203595771	-0.49436305045565887
BS_2853394H	-0.7610601388200983	-0.9669135947514226	-1.7976447086335163	1.2105962923000995	0.005347189073132636
BS_297H8BT4	-0.7610601388200983	0.3470603639620148	0.4408502914080029	-0.4661718699268767	-0.6168926414898218
BS_29X4ZX6Q	0.35700248608652807	0.19341339037031186	-0.17531164990336343	-0.5676577830134372	-0.49436305045565887
BS_2A162JH9	-0.7545957419994392	0.30999284319919396	-0.23487544539461538	-0.7135178486560333	-0.3171465349036834
BS_2A5R9MEJ	-0.7610601388200983	0.5598840334437489	-2.9201450855188607	0.2668522628979199	-0.12787437941727872
BS_2ARXK0TD	-0.7610601388200983	0.33200743858130866	0.5264647941599515	1.4153179666425806	1.89820375297095
BS_2AV1H5TV	0.34645762215786596	0.3547346723380651	-1.4064720728482374	-0.9615677657498465	-0.6168926414898218
BS_2EDZ7F2G	-0.7610601388200983	0.4029583590599158	0.8396602776860258	-1.1230205948783754	-0.6168926414898218
BS_2EN3X6HB	-0.7610601388200983	0.019210949843932148	-0.6347235476272993	-1.249948059645634	-0.6168926414898218
BS_2FEZWH1F	-0.7610601388200983	0.27867065117980405	-1.6058953037941788	0.24710847044656928	-0.49436305045565887
BS_2GSAPE1R	1.4757279926029847	-1.2910238882278944	0.4863893573148721	-1.1521249425099673	-0.6168926414898218
BS_2HNXVFAS	-0.7232047800407492	0.6192129368898107	1.0805819199352935	0.17848347804057424	0.6564146514267404
