gene	variable	chisq_test_pval	signif
AKT1	Age_Three_Groups	0.369336387552755	FALSE
POLD3	Age_Three_Groups	0.369336387552755	FALSE
H3-3A	Age_Two_Groups	0.375382605704192	FALSE
RAD51B	Sex	0.394476633623147	FALSE
BRAF	Age_Three_Groups	0.406420962094313	FALSE
AKT1	Age_Two_Groups	0.419941135448363	FALSE
POLD3	Age_Two_Groups	0.419941135448363	FALSE
BCOR	Sex	0.429886015647471	FALSE
PDGFC	Age_Three_Groups	0.46137057018628	FALSE
SEM1	Age_Three_Groups	0.46137057018628	FALSE
PDGFC	Age_Two_Groups	0.466066324128304	FALSE
SEM1	Age_Two_Groups	0.466066324128304	FALSE
TSC2	Age_Three_Groups	0.468545586884412	FALSE
TP53	Age_Three_Groups	0.473287644199994	FALSE
TP53	Sex	0.494022632940441	FALSE
CDK6	Age_Three_Groups	0.519678226284998	FALSE
EXO1	Age_Three_Groups	0.519678226284998	FALSE
NTRK1	Age_Three_Groups	0.519678226284998	FALSE
RB1	Age_Three_Groups	0.519678226284998	FALSE
TOP2A	Age_Three_Groups	0.519678226284998	FALSE
TOP3B	Age_Three_Groups	0.519678226284998	FALSE
NTRK2	Age_Two_Groups	0.525648189231243	FALSE
CIC	Sex	0.541080614977487	FALSE
MSH6	Sex	0.541080614977487	FALSE
ROS1	Sex	0.541080614977487	FALSE
NTRK2	Age_Three_Groups	0.568976535458533	FALSE
ALK	Sex	0.579303029687344	FALSE
CDKN2A	Age_Three_Groups	0.587751034330189	FALSE
PTEN	Age_Three_Groups	0.587751034330189	FALSE
CDKN2A	Age_Two_Groups	0.59727604486492	FALSE
GOLPH3	Age_Two_Groups	0.59727604486492	FALSE
PTEN	Age_Two_Groups	0.59727604486492	FALSE
AKT2	Sex	0.600973319507001	FALSE
MBD4	Sex	0.600973319507001	FALSE
EGFR	Age_Three_Groups	0.607027721559284	FALSE
BRAF	Sex	0.613310879439367	FALSE
IGF1R	Sex	0.613310879439367	FALSE
MSH6	Age_Three_Groups	0.641768382398029	FALSE
ATRX	Sex	0.646061851173215	FALSE
BCOR	Age_Three_Groups	0.659331440949002	FALSE
ACVR1	Age_Three_Groups	0.659475695496652	FALSE
PTPN11	Age_Three_Groups	0.659475695496652	FALSE
FYN	Sex	0.679718459361822	FALSE
RAD54B	Sex	0.679718459361822	FALSE
TDG	Sex	0.679718459361822	FALSE
CDK6	Age_Two_Groups	0.682813542420255	FALSE
EXO1	Age_Two_Groups	0.682813542420255	FALSE
NTRK1	Age_Two_Groups	0.682813542420255	FALSE
TOP2A	Age_Two_Groups	0.682813542420255	FALSE
TOP3B	Age_Two_Groups	0.682813542420255	FALSE
FGFR1	Age_Two_Groups	0.686755723186606	FALSE
POLE	Age_Two_Groups	0.686755723186606	FALSE
SLCO1B3	Age_Two_Groups	0.686755723186606	FALSE
NTRK2	Sex	0.696143733720779	FALSE
TDG	Age_Three_Groups	0.699938197751235	FALSE
CDKN1C	Age_Three_Groups	0.724217691994736	FALSE
FGFR2	Age_Three_Groups	0.724217691994736	FALSE
HMGB1P1	Age_Three_Groups	0.724217691994736	FALSE
HMGB1P40	Age_Three_Groups	0.724217691994736	FALSE
KDR	Age_Three_Groups	0.724217691994736	FALSE
KIT	Age_Three_Groups	0.724217691994736	FALSE
KRAS	Age_Three_Groups	0.724217691994736	FALSE
MYCN	Age_Three_Groups	0.724217691994736	FALSE
NBN	Age_Three_Groups	0.724217691994736	FALSE
PARP1	Age_Three_Groups	0.724217691994736	FALSE
RFC5	Age_Three_Groups	0.724217691994736	FALSE
TDRD9	Age_Three_Groups	0.724217691994736	FALSE
TERT	Age_Three_Groups	0.724217691994736	FALSE
TOP3A	Age_Three_Groups	0.724217691994736	FALSE
KDM6B	Age_Three_Groups	0.727659486944776	FALSE
MBD4	Age_Three_Groups	0.727659486944776	FALSE
RFC1	Age_Three_Groups	0.727659486944776	FALSE
RPA3	Age_Three_Groups	0.727659486944776	FALSE
MTAP	Age_Three_Groups	0.734899598063443	FALSE
SETD2	Age_Three_Groups	0.734899598063443	FALSE
ARID1A	Sex	0.745108726590077	FALSE
PTEN	Sex	0.745108726590077	FALSE
PDGFRA	Age_Two_Groups	0.764828257822921	FALSE
PIK3C2G	Age_Two_Groups	0.764828257822921	FALSE
PARP4	Age_Three_Groups	0.776551308474376	FALSE
ARID1A	Age_Three_Groups	0.778726816360497	FALSE
KMT2C	Age_Three_Groups	0.778726816360497	FALSE
MET	Age_Three_Groups	0.778726816360497	FALSE
AKT1	Sex	0.804024858139941	FALSE
DDR2	Sex	0.804024858139941	FALSE
FGFR1	Sex	0.804024858139941	FALSE
NFIB	Sex	0.804024858139941	FALSE
POLD3	Sex	0.804024858139941	FALSE
RAD54L	Sex	0.804024858139941	FALSE
XRCC1	Sex	0.804024858139941	FALSE
H3-3A	Sex	0.810329641540342	FALSE
ACVR1	Sex	0.817390396287413	FALSE
PIK3R1	Sex	0.817390396287413	FALSE
PTPN11	Sex	0.817390396287413	FALSE
SETD2	Sex	0.817390396287413	FALSE
BLM	Age_Two_Groups	0.818464296503385	FALSE
BRCA2	Age_Two_Groups	0.818464296503385	FALSE
CCND1	Age_Two_Groups	0.818464296503385	FALSE
CCND2	Age_Two_Groups	0.818464296503385	FALSE
CDKN1B	Age_Two_Groups	0.818464296503385	FALSE
FBXW7	Age_Two_Groups	0.818464296503385	FALSE
LIG1	Age_Two_Groups	0.818464296503385	FALSE
MUTYH	Age_Two_Groups	0.818464296503385	FALSE
OGG1	Age_Two_Groups	0.818464296503385	FALSE
PIK3C2B	Age_Two_Groups	0.818464296503385	FALSE
POLB	Age_Two_Groups	0.818464296503385	FALSE
POLD4	Age_Two_Groups	0.818464296503385	FALSE
POLE4	Age_Two_Groups	0.818464296503385	FALSE
RAD50	Age_Two_Groups	0.818464296503385	FALSE
RAD51	Age_Two_Groups	0.818464296503385	FALSE
ASXL1	Age_Three_Groups	0.819378226949413	FALSE
DDR2	Age_Three_Groups	0.819378226949413	FALSE
HMGB1	Age_Three_Groups	0.819378226949413	FALSE
POLD1	Age_Three_Groups	0.819378226949413	FALSE
RAD54L	Age_Three_Groups	0.819378226949413	FALSE
RFC3	Age_Three_Groups	0.819378226949413	FALSE
SSBP1	Age_Three_Groups	0.819378226949413	FALSE
EGFR	Age_Two_Groups	0.856106751738449	FALSE
TDG	Age_Two_Groups	0.856106751738449	FALSE
CCND1	Sex	0.887686360436745	FALSE
CDKN1B	Sex	0.887686360436745	FALSE
KDR	Sex	0.887686360436745	FALSE
KRAS	Sex	0.887686360436745	FALSE
MUTYH	Sex	0.887686360436745	FALSE
MYCN	Sex	0.887686360436745	FALSE
OGG1	Sex	0.887686360436745	FALSE
PIK3C2B	Sex	0.887686360436745	FALSE
POLB	Sex	0.887686360436745	FALSE
POLD4	Sex	0.887686360436745	FALSE
TERT	Sex	0.887686360436745	FALSE
TOP3A	Sex	0.887686360436745	FALSE
MTAP	Age_Two_Groups	0.95324503671551	FALSE
PPM1D	Age_Two_Groups	0.95324503671551	FALSE
SETD2	Age_Two_Groups	0.95324503671551	FALSE
PIK3CA	Age_Three_Groups	0.978501504543296	FALSE
CDKN1C	Age_Two_Groups	0.999999999999995	FALSE
FGFR2	Age_Two_Groups	0.999999999999995	FALSE
HMGB1P1	Age_Two_Groups	0.999999999999995	FALSE
HMGB1P40	Age_Two_Groups	0.999999999999995	FALSE
KDR	Age_Two_Groups	0.999999999999995	FALSE
KIT	Age_Two_Groups	0.999999999999995	FALSE
KRAS	Age_Two_Groups	0.999999999999995	FALSE
MYCN	Age_Two_Groups	0.999999999999995	FALSE
NBN	Age_Two_Groups	0.999999999999995	FALSE
PARP1	Age_Two_Groups	0.999999999999995	FALSE
RFC5	Age_Two_Groups	0.999999999999995	FALSE
TDRD9	Age_Two_Groups	0.999999999999995	FALSE
TERT	Age_Two_Groups	0.999999999999995	FALSE
TOP3A	Age_Two_Groups	0.999999999999995	FALSE
CDK6	Sex	0.999999999999996	FALSE
EXO1	Sex	0.999999999999996	FALSE
GAB2	Sex	0.999999999999996	FALSE
KDM6B	Sex	0.999999999999996	FALSE
NTRK1	Sex	0.999999999999996	FALSE
RFC1	Sex	0.999999999999996	FALSE
ASXL1	Age_Two_Groups	0.999999999999998	FALSE
DDR2	Age_Two_Groups	0.999999999999998	FALSE
HMGB1	Age_Two_Groups	0.999999999999998	FALSE
HMGB1	Sex	0.999999999999998	FALSE
NFIB	Age_Two_Groups	0.999999999999998	FALSE
POLD1	Age_Two_Groups	0.999999999999998	FALSE
POLD1	Sex	0.999999999999998	FALSE
RAD54L	Age_Two_Groups	0.999999999999998	FALSE
RFC3	Age_Two_Groups	0.999999999999998	FALSE
RFC3	Sex	0.999999999999998	FALSE
SLCO1B3	Sex	0.999999999999998	FALSE
SSBP1	Age_Two_Groups	0.999999999999998	FALSE
SSBP1	Sex	0.999999999999998	FALSE
XRCC1	Age_Two_Groups	0.999999999999998	FALSE
ATM	Sex	0.999999999999998	FALSE
ATRX	Age_Two_Groups	0.999999999999998	FALSE
PARP4	Sex	0.999999999999998	FALSE
SEM1	Sex	0.999999999999998	FALSE
NF1	Age_Two_Groups	0.999999999999999	FALSE
ACVR1	Age_Two_Groups	0.999999999999999	FALSE
PIK3R1	Age_Two_Groups	0.999999999999999	FALSE
PTPN11	Age_Two_Groups	0.999999999999999	FALSE
RB1	Age_Two_Groups	0.999999999999999	FALSE
AKT2	Age_Two_Groups	0.999999999999999	FALSE
BCOR	Age_Two_Groups	0.999999999999999	FALSE
KDM6B	Age_Two_Groups	0.999999999999999	FALSE
MBD4	Age_Two_Groups	0.999999999999999	FALSE
PARP4	Age_Two_Groups	0.999999999999999	FALSE
PIK3C2G	Sex	0.999999999999999	FALSE
PIK3CA	Sex	0.999999999999999	FALSE
RFC1	Age_Two_Groups	0.999999999999999	FALSE
RPA3	Age_Two_Groups	0.999999999999999	FALSE
ALK	Age_Two_Groups	1	FALSE
PIK3CA	Age_Two_Groups	1	FALSE
TP53	Age_Two_Groups	1	FALSE
ARID1A	Age_Two_Groups	1	FALSE
BLM	Sex	1	FALSE
BRCA2	Sex	1	FALSE
CCND2	Sex	1	FALSE
CDKN1C	Sex	1	FALSE
FBXW7	Sex	1	FALSE
FGFR2	Sex	1	FALSE
HMGB1P1	Sex	1	FALSE
HMGB1P40	Sex	1	FALSE
KIT	Sex	1	FALSE
KMT2C	Age_Two_Groups	1	FALSE
LIG1	Sex	1	FALSE
MET	Age_Two_Groups	1	FALSE
MSH6	Age_Two_Groups	1	FALSE
NBN	Sex	1	FALSE
PARP1	Sex	1	FALSE
POLE4	Sex	1	FALSE
RAD50	Sex	1	FALSE
RAD51	Sex	1	FALSE
RFC5	Sex	1	FALSE
TDRD9	Sex	1	FALSE
BRAF	Age_Two_Groups	1	FALSE
GOLPH3	Sex	1	FALSE
MET	Sex	1	FALSE
MSH3	Sex	1	FALSE
MTAP	Sex	1	FALSE
POLE2	Sex	1	FALSE
PPM1D	Sex	1	FALSE
RB1	Sex	1	FALSE
TSC2	Age_Two_Groups	1	FALSE
CDK4	Age_Two_Groups	NA	NA
CDK4	Age_Three_Groups	NA	NA
CDK4	Sex	NA	NA
CDKN2B	Age_Two_Groups	NA	NA
CDKN2B	Age_Three_Groups	NA	NA
CDKN2B	Sex	NA	NA
CDKN2C	Age_Two_Groups	NA	NA
CDKN2C	Age_Three_Groups	NA	NA
CDKN2C	Sex	NA	NA
DDX11	Age_Two_Groups	NA	NA
DDX11	Age_Three_Groups	NA	NA
DDX11	Sex	NA	NA
FANCA	Age_Two_Groups	NA	NA
FANCA	Age_Three_Groups	NA	NA
FANCA	Sex	NA	NA
FOSB	Age_Two_Groups	NA	NA
FOSB	Age_Three_Groups	NA	NA
FOSB	Sex	NA	NA
ID2	Age_Two_Groups	NA	NA
ID2	Age_Three_Groups	NA	NA
ID2	Sex	NA	NA
ID3	Age_Two_Groups	NA	NA
ID3	Age_Three_Groups	NA	NA
ID3	Sex	NA	NA
LIG3	Age_Two_Groups	NA	NA
LIG3	Age_Three_Groups	NA	NA
LIG3	Sex	NA	NA
MAFK	Age_Two_Groups	NA	NA
MAFK	Age_Three_Groups	NA	NA
MAFK	Sex	NA	NA
MDM2	Age_Two_Groups	NA	NA
MDM2	Age_Three_Groups	NA	NA
MDM2	Sex	NA	NA
MSH2	Age_Two_Groups	NA	NA
MSH2	Age_Three_Groups	NA	NA
MSH2	Sex	NA	NA
MTOR	Age_Two_Groups	NA	NA
MTOR	Age_Three_Groups	NA	NA
MTOR	Sex	NA	NA
MYC	Age_Two_Groups	NA	NA
MYC	Age_Three_Groups	NA	NA
MYC	Sex	NA	NA
NEIL1	Age_Two_Groups	NA	NA
NEIL1	Age_Three_Groups	NA	NA
NEIL1	Sex	NA	NA
NRAS	Age_Two_Groups	NA	NA
NRAS	Age_Three_Groups	NA	NA
NRAS	Sex	NA	NA
PCNA	Age_Two_Groups	NA	NA
PCNA	Age_Three_Groups	NA	NA
PCNA	Sex	NA	NA
PDGFA	Age_Two_Groups	NA	NA
PDGFA	Age_Three_Groups	NA	NA
PDGFA	Sex	NA	NA
PMS2	Age_Two_Groups	NA	NA
PMS2	Age_Three_Groups	NA	NA
PMS2	Sex	NA	NA
RAD51C	Age_Two_Groups	NA	NA
RAD51C	Age_Three_Groups	NA	NA
RAD51C	Sex	NA	NA
RAD52	Age_Two_Groups	NA	NA
RAD52	Age_Three_Groups	NA	NA
RAD52	Sex	NA	NA
RFC2	Age_Two_Groups	NA	NA
RFC2	Age_Three_Groups	NA	NA
RFC2	Sex	NA	NA
VEGFA	Age_Two_Groups	NA	NA
VEGFA	Age_Three_Groups	NA	NA
VEGFA	Sex	NA	NA
XRCC2	Age_Two_Groups	NA	NA
XRCC2	Age_Three_Groups	NA	NA
XRCC2	Sex	NA	NA
YES1	Age_Two_Groups	NA	NA
YES1	Age_Three_Groups	NA	NA
YES1	Sex	NA	NA
